epoch,accuracy,loss,val_accuracy,val_loss
0,0.4377777874469757,1.5476361513137817,0.4090000092983246,3.846280097961426
1,0.5814222097396851,1.2707980871200562,0.5070000290870667,2.0457561016082764
2,0.6449777483940125,1.132572889328003,0.5152000188827515,2.17348575592041
3,0.6662222146987915,1.071596622467041,0.5514000058174133,1.881579875946045
4,0.6862666606903076,1.0197581052780151,0.6269999742507935,1.5759772062301636
5,0.7014444470405579,0.9828934669494629,0.670799970626831,1.1684659719467163
6,0.7108444571495056,0.9596291780471802,0.6161999702453613,2.1391983032226562
7,0.7211999893188477,0.9397432208061218,0.7193999886512756,0.9962877035140991
8,0.7276222109794617,0.9150959253311157,0.6895999908447266,1.0634431838989258
9,0.7348889112472534,0.9053767323493958,0.7080000042915344,1.0466376543045044
10,0.7388888597488403,0.8955912590026855,0.722599983215332,0.9940043687820435
11,0.7432000041007996,0.8820430636405945,0.6858000159263611,1.0493510961532593
12,0.7493555545806885,0.8613390922546387,0.6172000169754028,1.3739416599273682
13,0.7530666589736938,0.8493248224258423,0.7343999743461609,0.9873438477516174
14,0.7593333125114441,0.8376176953315735,0.7044000029563904,0.9652587175369263
15,0.7609999775886536,0.8336727619171143,0.6687999963760376,1.040973424911499
16,0.7679333090782166,0.8186385631561279,0.722599983215332,0.9973589777946472
17,0.7742666602134705,0.7917202115058899,0.7432000041007996,0.8569219708442688
18,0.7760444283485413,0.7947831749916077,0.7634000182151794,0.8292688727378845
19,0.7775999903678894,0.7970524430274963,0.7107999920845032,1.1230477094650269
20,0.7810222506523132,0.7820857763290405,0.718999981880188,0.9510109424591064
21,0.7851777672767639,0.7697761058807373,0.7184000015258789,0.9082216024398804
22,0.7883777618408203,0.7505127787590027,0.7110000252723694,0.9246525168418884
23,0.7926444411277771,0.7456359267234802,0.6779999732971191,1.0633841753005981
24,0.7945777773857117,0.748877763748169,0.7088000178337097,1.1093394756317139
25,0.7949110865592957,0.7393527030944824,0.7250000238418579,0.95504230260849
26,0.7996222376823425,0.7296690940856934,0.6674000024795532,1.2112706899642944
27,0.8048666715621948,0.7056661248207092,0.7509999871253967,0.8352033495903015
28,0.8095777630805969,0.7083483338356018,0.6830000281333923,1.0845913887023926
29,0.8125333189964294,0.6981213092803955,0.670799970626831,1.082775354385376
30,0.8137778043746948,0.6988116502761841,0.7251999974250793,0.8906494379043579
31,0.8182888627052307,0.6985374093055725,0.72079998254776,0.9445973634719849
32,0.8185333609580994,0.6883020401000977,0.7459999918937683,0.897231936454773
33,0.8187111020088196,0.6828113198280334,0.7071999907493591,1.0827289819717407
34,0.8198222517967224,0.6824524998664856,0.7572000026702881,0.7937558889389038
35,0.8253555297851562,0.6799718141555786,0.6583999991416931,1.1053296327590942
36,0.8248444199562073,0.6673213839530945,0.6990000009536743,0.9186272621154785
37,0.8261777758598328,0.668008029460907,0.775600016117096,0.7895510792732239
38,0.8280888795852661,0.6601617336273193,0.7567999958992004,0.8761178851127625
39,0.8292444348335266,0.6782388091087341,0.701200008392334,0.9525216817855835
40,0.828000009059906,0.6683979034423828,0.6976000070571899,1.1090437173843384
41,0.8309333324432373,0.701998770236969,0.7692000269889832,0.8499208092689514
42,0.8325111269950867,0.6552461981773376,0.6923999786376953,1.009182333946228
43,0.8315555453300476,0.6590524315834045,0.7455999851226807,0.840843677520752
44,0.8294666409492493,0.6545535326004028,0.7522000074386597,0.8261083960533142
45,0.8310666680335999,0.677516520023346,0.7373999953269958,0.901821494102478
46,0.8353555798530579,0.6561526656150818,0.7573999762535095,0.8080395460128784
47,0.8372666835784912,0.6534926891326904,0.7670000195503235,0.8771728277206421
48,0.8397777676582336,0.6199702024459839,0.7336000204086304,0.9248580932617188
49,0.8392000198364258,0.6370100378990173,0.7486000061035156,0.8899961709976196
50,0.8389777541160583,0.6537524461746216,0.7275999784469604,0.9176010489463806
51,0.837755560874939,0.6632948517799377,0.776199996471405,0.8728340864181519
52,0.8368444442749023,0.6627117395401001,0.7376000285148621,0.896109402179718
53,0.8396888971328735,0.6296984553337097,0.7401999831199646,1.0314480066299438
54,0.8474444150924683,0.6221112608909607,0.7405999898910522,0.8481330871582031
55,0.8448666930198669,0.6308830976486206,0.7671999931335449,0.7742609977722168
56,0.8414000272750854,0.6413776278495789,0.7734000086784363,0.8144770264625549
57,0.8450444340705872,0.6054542064666748,0.7490000128746033,1.0645190477371216
